Nom,Catégorie,Thème,Adresse,Téléphone,Site web,Latitude,Longitude,Lien Google Maps,Date d'import,Statut,place_id
A1 snack,food,snacks-plage,"XHM5+Q28, Grand Baie",,,"-20,0157726","57,5576748",https://maps.google.com/?cid=2496963481294887752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ0eCfu9qrfSERSFu0hw7_piI
QG,food,snacks-plage,"MU, Rte de la Salette, Grand Baie 30551",+230 5985 1168,,"-20,013409","57,5862494",https://maps.google.com/?cid=10963546888944918625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ6SpEb76rfSERYaDm4c5XJpg
Vik Snack,food,snacks-plage,Grand Baie,+230 5763 8369,,"-20,0125234","57,5861166",https://maps.google.com/?cid=4652962848619651557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJCybmOwirfSER5WEQ8Q6lkkA
La Roulotte Fast Food,food,snacks-plage,Grand Baie,+230 5422 8542,,"-20,013926","57,5572867",https://maps.google.com/?cid=4568503843732668376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJAR8TfhWrfSER2D-xeAqWZj8
Nanda Snack,food,snacks-plage,"B13, Grand Baie",+230 5767 2262,,"-20,0159497","57,5762035",https://maps.google.com/?cid=16983063459200330193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJx1QK1AyrfSER0WmNazz2r-s
Manisha Repas Local,food,snacks-plage,"XHVJ+2P4, Grand Baie",+230 5926 9234,https://www.facebook.com/manisharepaslocal/,"-20,0074529","57,58188",https://maps.google.com/?cid=16088627625539210196&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJzUXLP0qrfSER1AvNj5VJRt8
Chez Stef Snack,food,snacks-plage,"XHMF+QM9 Route Royale, Route Royale, Grand Baie",+230 5914 7663,,"-20,015582","57,5742291",https://maps.google.com/?cid=1448008871810503057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ08rBsSarfSERkRHho2VcGBQ
La Jefa Loca,food,snacks-plage,"Royal Rd, Grand Baie",+230 5981 2924,,"-20,0155182","57,5739374",https://maps.google.com/?cid=12972493889163849505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ09q_uUarfSERIW-JAnaOB7Q
La Marinara,food,snacks-plage,"Royal Road, Grand Baie",+230 5848 4681,https://www.facebook.com/profile.php?id=100090725204275,"-20,0160981","57,5765149",https://maps.google.com/?cid=3267319225667204863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJoyjJa-OrfSER_7ayVYbZVy0
Sarbon Burger & Grill,food,snacks-plage,"XHMG+J4V, Grand Baie",+230 5786 7555,,"-20,0158818","57,5753019",https://maps.google.com/?cid=5527780501922236857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJnSO9KHOrfSERuclnPRSftkw
Chez Vanessa,food,snacks-plage,"2H4R+6FF, B13, Grand Baie",+230 5911 9486,http://chez-vanessa-pereybere.lovable.app/,"-19,9944444","57,5911807",https://maps.google.com/?cid=2763487818699108722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJzcMKciurfSERcvGtjofhWSY
Le Moment De Plaisir Snack,food,snacks-plage,"XJXP+39V, Calodyne",+230 5788 3324,,"-20,0022695","57,6359291",https://maps.google.com/?cid=18324607939911370139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJayZ3g6urfSERm0W4WtUVTv4
Sundeck beach food,food,snacks-plage,"MU, mont choisy beach, Grand Baie 12345",+230 5718 1438,https://www.instagram.com/sundeck_beach_food?igsh=MWNjZ2d3cHo4aGxmYg%3D%3D&utm_source=qr,"-20,0108745","57,5568432",https://maps.google.com/?cid=2933362130888841223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJkVvjMiSrfSERB1g2AVFltSg
Chez Poum - La Cuisine Roulante,food,snacks-plage,"Mont choisy beach, Grand Baie",+230 5711 5469,,"-20,010499","57,5565214",https://maps.google.com/?cid=15128096006761803659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ26nJMXyrfSERi-8KgyrL8dE
Pizza Panpiz,food,snacks-plage,"MU, B13 Coastal Road, Grand Baie 30512",+230 5981 5018,,"-20,0080245","57,5818483",https://maps.google.com/?cid=8407423252875332309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJfwCatyirfSER1Ur-b-cqrXQ
Nana mama,food,snacks-plage,Cap Malheureux,+230 5979 7668,,"-19,9866197","57,604421",https://maps.google.com/?cid=1531320366456020670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ3VcrTwCrfSERvp7uj8JXQBU
Sunset Filaos,food,snacks-plage,"Royal Road grande, Pointe aux Piments",+230 5816 6627,,"-20,0644066","57,5200488",https://maps.google.com/?cid=10182221832191166209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJXULc8H1TfCERAUf7A8-ETo0
Mississippi Fried Chicken,food,snacks-plage,"2H3R+R58, Grand Baie",+230 263 9020,,"-19,9954529","57,5904669",https://maps.google.com/?cid=15373845289169514984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ7bxolrarfSER6PHCHNbeWtU
Le bénitier,food,snacks-plage,"Le bénitier, Royal Road Pereybère MU, Grand Baie 30546",+230 5749 0035,https://www.tripadvisor.fr/Restaurant_Review-g1905319-d3753221-Reviews-Restaurant_Le_Benitier-Pereybere.html,"-19,9941497","57,5919639",https://maps.google.com/?cid=17794017548583192783&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJO6kqhwerfSERz0heBq8M8fY
Blu-Vital Fast food & Snack,food,snacks-plage,"Trou aux biches beach, Trou-aux-Biches",,https://www.tripadvisor.co.uk/Restaurant_Review-g488106-d13219631-Reviews-Blu_Vital_Fast_Food-Trou_aux_Biches.html,"-20,0352717","57,545056",https://maps.google.com/?cid=4016036910920307127&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ6050Eq-sfSERtxFD6ErUuzc
Mont Choisy swimming seaside,food,snacks-plage,"XHJ4+R99, Grand Baie",,,"-20,0179576","57,555993",https://maps.google.com/?cid=6201029223008778051&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ3cuu8YCrfSERQzdBTzl7DlY
Kimae,food,tables-hotes,"MU, Chem. Vingt Pieds, Grand Baie 30510",+230 7013 4402,https://kimae.mu/,"-20,0000031","57,6148817",https://maps.google.com/?cid=9741034911416905051&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ-d1dpa2rfSERW-2uR6QbL4c
Toparadis Guest House & Restaurant,food,tables-hotes,"Route Cotière, Cap Malheureux",+230 262 8045,http://toparadis.com/,"-19,987993","57,5968261",https://maps.google.com/?cid=8395316307777173732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJAQAAQLCrfSER5DganrMngnQ
Auberge Miko,food,tables-hotes,"Auberge Miko Morcellement Boucan MU, Grand Baie 30529",+230 5706 3754,https://aubergemiko.mu/,"-20,0164549","57,5846071",https://maps.google.com/?cid=8020827123728790149&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJxeHkIA-rfSERhTKs2sWzT28
Maison Du Nord,food,tables-hotes,"MU, Lauriers Road, Pointe aux Canonniers 30520",+230 260 1900,http://maisondunord.com/,"-20,0085856","57,5662727",https://maps.google.com/?cid=17843045493057664176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJxcL9YgarfSERsDTW5FY7n_c
Les Trois Fleurs,food,tables-hotes,"Jasmine Ave, Grand Baie",,http://www.les-trois-fleurs.com/,"-20,006382","57,5673562",https://maps.google.com/?cid=9944661334279394686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJD25mgp2rfSERfhVJYcuIAoo
Le Lotus,food,tables-hotes,"XHMM+PC9, Morcellement Boucan Road, Grand Baie",+230 5913 4235,,"-20,015716","57,583599",https://maps.google.com/?cid=8323521240949346936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ46dFzg6rfSEReFI0_3cWg3M
"Stella Rina"" Adult Only""",food,tables-hotes,"Reservoir Road, Grand Baie",+230 5518 6327,https://stellarinahotel.com/,"-20,0171837","57,5699555",https://maps.google.com/?cid=13910198694774947184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ11EVAHKrfSERcL0pdQP0CsE
Maison à Grand Baie,food,tables-hotes,"Grand Baie, Maurice",,https://travel.homerez.com/fr/book/23705402/property,"-20,0181102","57,5801429",https://maps.google.com/?cid=13163266623389965584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ41Favw2rfSEREB3qgkBRrbY
Bleu De Toi Boutique Guesthouse,food,tables-hotes,"MU, Coastal Road, Pereybere 30546",+230 5973 0013,https://www.bleudetoi.mu/,"-19,9973051","57,5870819",https://maps.google.com/?cid=12052825285667568578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJKVCRZLqrfSERwrsPHL08RKc
Lazy Lobster,food,tables-hotes,"MU, Royal Road, Grand Baie 30510",+230 209 8000,https://veranda-resorts.com/en/mauritius-hotel-veranda-grand-baie/restaurants-and-bars,"-20,0085572","57,5786818",https://maps.google.com/?cid=4389948295472760797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ2z-eZECrfSER3Uf8Pbc67Dw
Safari Guest House,food,tables-hotes,Grand Baie,+230 5755 3422,https://www.facebook.com/Safari-Guest-House-143709965970835,"-20,0165636","57,582394",https://maps.google.com/?cid=13313163105201740113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ8a8l5rirfSERUdli2k7bwbg
Sous le Badamier - Boutique Hotel & Spa,food,tables-hotes,"MU, Xclub road, Pointe aux Canonniers 30515",+230 5487 9017,https://www.souslebadamier.mu/,"-20,0096186","57,5665648",https://maps.google.com/?cid=12111266562650932076&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ11smE3erfSERbAPgPsXcE6g
La Serenade Bed and Breakfast,food,tables-hotes,"Lot 14 (Maharana Pratap Lane), Morcellement St. Honoré, Grand Baie",+230 269 3124,,"-20,0151356","57,587252",https://maps.google.com/?cid=12984717111638942170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJc1dWHQarfSER2uEsxGr7MrQ
Chez Tante Athalie - Table d'hôte,food,tables-hotes,"Mon Repos, A2, Pamplemousses",+230 243 9266,,"-20,1130625","57,5964375",https://maps.google.com/?cid=13510759913590063903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJdbg5ZUtUfCERH4Mf747cf7s
Ocean Lake Tourist Residence,food,tables-hotes,"Royal Rd, Grand Baie",+230 263 7060,,"-20,011867","57,5847636",https://maps.google.com/?cid=14805296124441673136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ0ZGISgirfSERsD3QI2L6ds0
VILLA LE DAUPHIN DU LAGON BLEU - PEREYBERE - GRAND BAIE,food,tables-hotes,"Grand Baie, Maurice",,https://www.bluepillow.fr/search/67a23ba5905c444f2d06545e?dest=ago&cat=Vacation+rental+(other)&lat=-20.003&lng=57.5931&language=fr,"-20,0030003","57,5931015",https://maps.google.com/?cid=12333342217565375799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJacYm2a2rfSERNw1Q62bVKKs
Villa Narmada,food,tables-hotes,"Aquamarine Lane, Grand Baie",+230 5910 5701,http://www.villanarmada.com/,"-20,0125332","57,5900045",https://maps.google.com/?cid=5232806576876168990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ1eSJ_QirfSERHicIadupnkg
Panda Express Guesthouse,food,tables-hotes,"Grand Baie, Coastal RoadXHMG+9QQ",+230 5837 8880,,"-20,0165314","57,5769738",https://maps.google.com/?cid=17606477064516181166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJrXIKGwCrfSERrpyMaJvFVvQ
LUX* Grand Baie,food,tables-hotes,"MU, Coastal Road, Grand Baie 30510",+230 209 2200,https://www.luxresorts.com/en/mauritius/hotel/luxgrandbaie,"-20,0007578","57,5830143",https://maps.google.com/?cid=10369467671528760964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJmQGOpx2rfSERhGZeT-i_548
Azur Paradise,food,tables-hotes,"XHMM+W52, Costal Rd, Grand Baie",+230 260 8787,http://azurparadise.mu/,"-20,015227","57,5829011",https://maps.google.com/?cid=2957883962043794943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJqyKPtg6rfSER_wVyvMqDDCk
Residence Grand Baie,food,tables-hotes,"Grand Baie, Maurice",,,"-20,00914","57,5877381",https://maps.google.com/?cid=5063055935233920725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ84gRdairfSER1Q6NQYyWQ0Y
Ocean Villas Hotel,food,tables-hotes,"Royal Rd, Grand Baie 30510",+230 263 1000,http://www.ocean-villas.com/,"-20,0116788","57,5656181",https://maps.google.com/?cid=14057763409753022256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJIe8KzXurfSERMB_QBlc1F8M
Le Mandala Moris Boutique Hotel,food,tables-hotes,"Rue des Etoiles, Pointe aux Canonniers 00230",+230 5255 8469,http://www.lemandalamoris.com/,"-20,0085713","57,5625912",https://maps.google.com/?cid=7393051233151161292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJeU-JsXmrfSERzBM9Lu1kmWY
Casa Florida,food,tables-hotes,"Mont Oreb Lane, Grand Baie",+230 263 0080,https://www.casafloridahotel.com/en/fr-accueil,"-19,9916197","57,5948636",https://maps.google.com/?cid=18328347088288368300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJQVzc0barfSERrEZ-rZFeW_4
Azure Beach Boutique Hotel,food,tables-hotes,"route royal grand baie, sunset boulevard, Grand Baie",+230 263 5900,https://sites.google.com/view/azure-beach-boutique-hotel/,"-20,0143236","57,5837734",https://maps.google.com/?cid=13117429871123360889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJeb7iLEmtfSEReexn-vd4CrY
Dodola Lodge,food,tables-hotes,"Corner of Jolicoeur and Royal Road, B13, Grand Baie",+230 263 8140,http://www.dodolalodge.com/,"-19,9955365","57,5906783",https://maps.google.com/?cid=11780072267025096980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJU46clrarfSERFCF2OFA5e6M
"Hôtel Le Cannonier, Grand Baie, Île Maurice",food,tables-hotes,"Le Canonnier pointe aux Canonnier, Pointe aux Canonnier, Grand Baie",+230 263 6726,https://www.beachcomber-hotels.com/fr/hotel/canonnier-beachcomber,"-20,0013684","57,5521696",https://maps.google.com/?cid=5924166964940400708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJqwOQmX-sfSERRGhgj3feNlI
Nativ Lodge & Spa,food,tables-hotes,"Tombeau Lane, Mahebourg",+230 631 1058,http://www.nativlodge-spa.com/,"-20,4150946","57,7025073",https://maps.google.com/?cid=3772455338355153646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJQQoJusz0fCER7lqvlSR0WjQ
Mam Gouz,food,tables-hotes,"Route cotière, Complexe, Dodo La Lodge, Grand Baie",+230 5256 5615,https://mamgouz.mu/,"-19,9953428","57,5905807",https://maps.google.com/?cid=13903175382784534624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJLSTwXRtqfCERYOjTNFkA8sA
Sannyasa Wellness,food,tables-hotes,"morcellement jhuboo, 318 Avenue des rougets, Trou-aux-Biches",+230 5825 9553,http://www.sannyasa.org/,"-20,0366886","57,5474992",https://maps.google.com/?cid=3638927473349512822&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJp9VC1a6sfSERdk5o1EERgDI
Villas Rocher,food,tables-hotes,"Aussailles Road 1, Morcellement Nandally MU, Fond du Sac 31301",+230 5816 7962,http://www.villasrocher.com/,"-20,0394886","57,5892931",https://maps.google.com/?cid=8022508334584835751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJY_sD176rfSERpy6KQtOsVW8
La Margarita,food,tables-hotes,"Grande Royal Road, Pointe aux Piments",+230 261 3963,http://lamargaritamauritius.com/,"-20,0668301","57,5219556",https://maps.google.com/?cid=5452768054685455016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJF0aOz0lTfCERqNIf3qcfrEs
Auberge Le Saladier,food,tables-hotes,"DE LA CHAUX STREET, Mahebourg 50810",+230 631 9758,https://aubergelesaladier.hoteluno.top/,"-20,4100788","57,7077521",https://maps.google.com/?cid=6336167577110136522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJjyV5T8n0fCERykb_RteW7lc
The Good Life - Ecolodge & Restaurant - Café,food,tables-hotes,"MU, Royal Road, Cap Malheureux 31706",+230 5489 2663,https://www.thegoodlifemauritius.com/,"-19,9869647","57,6263627",https://maps.google.com/?cid=7683340055491459008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJwXfVUvarfSERwDcZiBK1oGo
Hibiscus Boutique Hotel,food,tables-hotes,"Royal Road, Pereybere, Grand Baie",+230 263 8554,http://www.hibiscushotel.com/index.htm,"-19,9944802","57,588708",https://maps.google.com/?cid=5521023168558683766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ1QrjebarfSERdlak9lGdnkw
La Demeure Saint Antoine,food,tables-hotes,Goodlands,+230 282 1823,http://lademeuresaintantoine.com/,"-20,0424725","57,657666",https://maps.google.com/?cid=3526558228727061086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJJ71PsW0AfSERXtoBRwba8DA
La French Cuisine,food,chefs-domicile,"MU, Rte de la Salette, Grand Baie 30551",+230 5978 9669,https://lafrenchcuisine.com/,"-20,0131124","57,5845566",https://maps.google.com/?cid=14808320389737849174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ9eXXQr2rfSERVqF_xu-4gc0
Chef Yanick Bablee Catering Vip,food,chefs-domicile,"MU, perey pere, Grand Baie 30502",+230 5746 8850,,"-19,9932085","57,5931426",https://maps.google.com/?cid=3249094845690588828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ-bM3bDerfSERnK7wNowaFy0
Service Treteur Vip a Ils Maurice,food,chefs-domicile,"MU, perey pere, pamplemous 21722",+230 5746 8850,https://www.facebook.com/Pravate.Chef.Catering.VIP,"-19,9941989","57,5920495",https://maps.google.com/?cid=6476699120670535398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ3fIbu4VRfCER5u6mBInb4Vk
La table d'argent - Traiteur à l'ile Maurice pour clients exigeants,food,chefs-domicile,"158 avenue des Filaos, Flic en Flac",+230 5251 1464,https://latabledargent.com/,"-20,2797029","57,3776372",https://maps.google.com/?cid=1529635123240113894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJU11G5_ZDfCER5hawTApbOhU
Brunch Moris expérience gourmande,food,chefs-domicile,"MU, sotisse road, Grand Baie 35550",+230 5735 5164,http://brunchmoris.com/,"-20,0117017","57,5934909",https://maps.google.com/?cid=821236606770396923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJj_MoxwwLiqYR-74Yv1eeZQs
Made by Fatima I Mauritius,food,chefs-domicile,"Avenue des flamants, Grand Baie",+230 5842 5758,https://www.facebook.com/madebyfatimamauritius,"-19,9898943","57,5980014",https://maps.google.com/?cid=1208153122276199224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJHQgSCfWrfSEROEuNF904xBA
Feast Of Mauritius,food,chefs-domicile,Grand Baie,+230 5764 3829,,"-20,008903","57,5817316",https://maps.google.com/?cid=10137205403867697061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJL0bnaGRBfCERpU-0CJuWrow
Top Chef Pereybere,food,chefs-domicile,"2H4X+C62, Grand Baie",+230 5782 4189,,"-19,9940155","57,597232",https://maps.google.com/?cid=10150796464748960976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJxdFkdQCrfSER0BynfJrf3ow
Intermart La Croisette,food,grandes-surfaces,"XHHH+H99, Grand Baie",+230 269 6666,http://intermartmauritius.com/,"-20,0210939","57,5784931",https://maps.google.com/?cid=15217882482483764216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJl1aV9hKrfSER-JsVcn3HMNM
Store 2000,food,grandes-surfaces,"B13, Grand Baie",+230 263 6677,,"-20,0054887","57,5818595",https://maps.google.com/?cid=17052205837003030260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJtWRwzKarfSER9H5ov9yapew
Carrefour Phoenix,food,grandes-surfaces,"Centre Commercial Phoenix, S Sivananda Ave, Vacoas-Phoenix",+230 696 4097,https://carrefourmaurice.com/,"-20,279407","57,4954403",https://maps.google.com/?cid=9685553899721439643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJRRCg22RbfCERm7nLnfT_aYY
Super U Flacq,food,grandes-surfaces,"Avenue Président François Mitterrand, Central Flacq",+230 413 5752,http://www.superu.mu/,"-20,1841846","57,723375",https://maps.google.com/?cid=13257230345622936232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJQ0EXM135fCERqFpicMIk-7c
Super U,food,grandes-surfaces,"Route Royale, Quatre Bornes",+230 454 6640,http://www.superu.mu/,"-20,2475791","57,4809195",https://maps.google.com/?cid=3940503524146530475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJQRh66SNbfCERq8jt2BN7rzY
